Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Rarely,515,Sales,7,3,Medical,1,1096,3,Female,88,4,2,Sales Executive,4,Married,1155,9301,4,Y,No,16,3,3,80,2,16,2,4,2,0,0,2
35,No,Travel_Rarely,417,Sales,8,2,Life Sciences,1,1097,4,Male,59,3,2,Sales Executive,3,Married,6510,13622,2,Y,No,18,3,3,80,0,16,4,2,7,7,5,1
42,Yes,Non-Travel,247,Sales,5,1,Life Sciences,1,1098,3,Male,45,3,4,Sales Executive,1,Divorced,10828,10406,2,Y,Yes,20,4,4,80,1,10,2,4,1,1,6,1
47,No,Travel_Rarely,306,Research & Development,8,3,Life Sciences,1,1099,2,Male,58,4,3,Research Director,3,Single,1730,12955,3,Y,No,16,3,4,80,1,15,1,3,2,2,4,2
29,Yes,Travel_Rarely,559,Research & Development,1,4,Medical,1,1100,1,Male,99,3,2,Manager,3,Single,2613,8601,4,Y,No,15,3,3,80,1,15,5,1,12,4,0,12
29,Yes,Non-Travel,788,Sales,5,1,Life Sciences,1,1101,4,Male,53,3,2,Sales Executive,1,Married,7718,16634,5,Y,Yes,15,3,4,80,0,6,4,1,6,6,0,6
35,No,Travel_Frequently,1356,Human Resources,9,3,Technical Degree,1,1102,4,Male,36,4,1,Human Resources,3,Divorced,6095,23244,2,Y,No,11,3,3,80,0,10,5,3,4,4,1,2
31,Yes,Travel_Rarely,1393,Research & Development,5,4,Life Sciences,1,1103,2,Male,78,4,2,Manager,4,Divorced,19999,17275,1,Y,No,13,3,4,80,0,9,3,3,2,1,0,1
22,Yes,Travel_Rarely,1047,Human Resources,10,5,Life Sciences,1,1104,2,Female,92,2,2,Manager,2,Married,9371,21948,3,Y,Yes,15,3,4,80,1,13,2,4,9,1,2,1
28,No,Non-Travel,1483,Human Resources,5,5,Life Sciences,1,1105,3,Male,75,3,2,Manager,3,Divorced,8113,4687,3,Y,No,19,3,3,80,3,3,1,4,2,2,1,1
25,Yes,Travel_Rarely,590,Sales,3,3,Life Sciences,1,1106,4,Female,77,3,2,Sales Representative,3,Divorced,3107,8043,9,Y,No,13,3,3,80,3,16,2,1,9,2,0,3
47,Yes,Non-Travel,725,Research & Development,3,5,Life Sciences,1,1107,3,Male,54,4,1,Laboratory Technician,4,Single,6733,8567,5,Y,No,18,3,3,80,0,0,5,3,0,0,5,0
52,No,Travel_Rarely,141,Research & Development,4,1,Life Sciences,1,1108,3,Male,72,4,3,Research Director,4,Single,12055,17090,4,Y,No,14,3,3,80,0,27,2,2,13,8,6,2
27,Yes,Travel_Rarely,831,Research & Development,1,4,Life Sciences,1,1109,3,Male,84,4,1,Research Director,4,Single,4453,7430,3,Y,No,19,3,4,80,0,10,1,3,4,3,5,2
41,Yes,Travel_Rarely,849,Sales,9,3,Medical,1,1110,4,Male,63,3,2,Sales Representative,2,Single,4580,15058,1,Y,Yes,17,3,3,80,1,4,3,3,4,4,0,0
44,Yes,Travel_Rarely,1317,Research & Development,16,2,Medical,1,1111,1,Male,94,1,3,Research Director,1,Married,5349,22741,3,Y,Yes,17,3,2,80,2,17,6,4,6,6,1,2
23,Yes,Travel_Rarely,376,Sales,3,3,Life Sciences,1,1112,4,Male,57,3,2,Sales Representative,2,Married,3298,4673,3,Y,No,18,3,3,80,3,11,6,3,6,3,0,1
38,Yes,Non-Travel,853,Sales,1,2,Medical,1,1113,3,Female,70,3,2,Manager,3,Married,5775,11418,2,Y,No,17,3,2,80,0,12,0,4,0,0,3,0
59,No,Travel_Rarely,457,Research & Development,29,4,Medical,1,1114,3,Female,58,3,2,Research Director,4,Single,5689,18676,4,Y,No,18,3,3,80,0,14,4,4,9,2,4,4
43,No,Travel_Rarely,256,Research & Development,2,3,Life Sciences,1,1115,3,Male,61,3,4,Manager,4,Divorced,11944,26662,0,Y,No,22,3,4,80,0,16,4,3,2,2,2,2
34,No,Travel_Frequently,793,Research & Development,1,3,Technical Degree,1,1116,3,Male,98,3,5,Research Scientist,3,Married,4386,2495,4,Y,No,20,3,3,80,0,20,3,3,16,1,2,2
31,No,Travel_Rarely,864,Sales,4,2,Medical,1,1117,3,Male,63,4,3,Manager,3,Married,7367,14565,2,Y,No,16,3,4,80,2,25,2,3,11,1,3,3
18,No,Travel_Rarely,1316,Research & Development,12,2,Life Sciences,1,1118,3,Male,88,1,3,Manager,3,Divorced,4466,22279,5,Y,Yes,13,3,2,80,1,3,1,1,2,2,0,1
41,No,Non-Travel,1202,Sales,3,5,Other,1,1119,1,Female,90,3,1,Sales Representative,1,Single,7214,2110,2,Y,No,16,4,4,80,2,12,2,4,11,3,0,0
54,No,Travel_Rarely,156,Sales,7,4,Technical Degree,1,1120,3,Female,81,3,4,Manager,3,Married,4230,23127,3,Y,No,11,3,3,80,1,11,1,4,3,3,1,3
29,Yes,Travel_Rarely,817,Research & Development,4,5,Human Resources,1,1121,3,Male,92,3,5,Research Director,3,Married,6933,21492,4,Y,Yes,17,3,1,80,0,4,3,2,0,0,2,0
19,Yes,Travel_Rarely,772,Human Resources,1,2,Marketing,1,1122,2,Male,55,3,2,Manager,4,Divorced,7607,16585,1,Y,No,11,3,3,80,0,26,5,4,22,1,11,4
31,Yes,Travel_Rarely,1264,Research & Development,3,2,Life Sciences,1,1123,4,Male,41,1,3,Research Scientist,2,Single,2591,3138,5,Y,No,19,3,4,80,0,13,2,2,7,7,5,5
44,No,Travel_Rarely,502,Research & Development,11,3,Life Sciences,1,1124,2,Female,51,3,2,Research Director,4,Married,9522,24018,4,Y,Yes,22,3,1,80,2,9,4,4,4,3,0,4
33,No,Non-Travel,331,Research & Development,8,3,Medical,1,1125,3,Male,85,2,2,Research Scientist,3,Divorced,4447,7324,1,Y,Yes,11,3,3,80,2,4,5,2,3,2,0,3
29,No,Travel_Rarely,1447,Research & Development,1,2,Human Resources,1,1126,1,Female,35,2,4,Manager,2,Married,3707,26525,1,Y,No,14,3,4,80,2,12,1,4,2,2,1,0
37,No,Non-Travel,168,Sales,1,4,Medical,1,1127,3,Female,65,3,2,Sales Executive,1,Single,3209,11361,2,Y,No,11,4,1,80,0,27,2,3,27,5,11,17
39,Yes,Non-Travel,1223,Research & Development,9,3,Other,1,1128,2,Female,88,2,2,Research Director,1,Married,5877,9534,2,Y,Yes,11,3,3,80,2,5,5,4,1,1,0,1
24,No,Travel_Rarely,215,Research & Development,15,2,Life Sciences,1,1129,3,Male,88,3,3,Research Director,3,Single,4901,19283,2,Y,No,14,4,3,80,0,5,1,2,2,2,9,2
35,No,Travel_Frequently,517,Sales,3,3,Life Sciences,1,1130,2,Male,97,2,4,Manager,1,Married,6139,14766,4,Y,No,17,3,2,80,0,15,6,2,4,0,0,0
32,No,Travel_Rarely,1138,Research & Development,8,3,Other,1,1131,1,Female,81,3,3,Research Scientist,3,Divorced,6211,17358,2,Y,No,17,4,3,80,1,6,1,1,4,2,6,4
31,No,Travel_Rarely,1347,Research & Development,1,4,Marketing,1,1132,4,Female,97,3,1,Research Director,4,Married,7080,11148,4,Y,No,15,4,1,80,1,5,2,4,4,2,5,0
27,No,Non-Travel,1146,Sales,3,3,Human Resources,1,1133,3,Male,80,3,2,Sales Representative,3,Single,19999,22361,2,Y,No,11,3,4,80,2,10,6,2,1,1,6,1
45,Yes,Non-Travel,316,Sales,1,3,Marketing,1,1134,2,Female,97,3,5,Sales Representative,4,Married,5033,13445,5,Y,No,15,3,1,80,1,2,6,3,1,1,6,0
31,No,Non-Travel,1269,Research & Development,13,2,Medical,1,1135,1,Female,55,4,2,Laboratory Technician,1,Married,3162,25665,4,Y,No,11,3,2,80,0,15,1,4,2,2,0,2
19,No,Travel_Frequently,591,Sales,4,5,Medical,1,1136,4,Male,70,2,4,Sales Representative,3,Married,1462,11740,3,Y,Yes,11,3,3,80,0,31,1,4,17,2,4,2
39,Yes,Travel_Rarely,1004,Research & Development,15,5,Other,1,1137,1,Male,34,3,3,Manager,2,Married,2399,4722,2,Y,Yes,11,4,3,80,0,3,5,2,0,0,3,0
43,No,Travel_Rarely,441,Research & Development,11,3,Medical,1,1138,4,Male,82,3,3,Research Director,4,Married,10313,11479,4,Y,No,18,3,2,80,0,10,3,4,9,0,6,0
29,No,Travel_Rarely,213,Research & Development,15,1,Life Sciences,1,1139,3,Female,67,2,2,Research Scientist,1,Married,7570,12439,3,Y,No,16,3,4,80,0,12,4,2,9,9,2,2
31,Yes,Travel_Rarely,1103,Research & Development,3,3,Medical,1,1140,2,Female,82,3,2,Research Director,3,Divorced,2186,26996,2,Y,Yes,16,3,4,80,1,13,1,4,11,10,1,0
31,Yes,Travel_Frequently,483,Research & Development,1,3,Medical,1,1141,4,Male,85,2,3,Manager,3,Divorced,19999,25864,4,Y,No,11,3,4,80,0,23,0,4,15,12,3,2
33,Yes,Travel_Rarely,1203,Sales,29,5,Life Sciences,1,1142,4,Male,48,4,2,Sales Representative,3,Single,5979,25407,1,Y,No,13,3,3,80,2,8,1,1,2,0,0,2
46,No,Travel_Rarely,187,Research & Development,11,5,Marketing,1,1143,3,Male,94,1,3,Manager,4,Single,6478,20371,5,Y,No,11,3,4,80,1,14,3,2,1,0,5,1
35,Yes,Travel_Rarely,462,Research & Development,16,4,Life Sciences,1,1144,3,Male,98,2,3,Research Director,2,Single,18892,22838,1,Y,Yes,19,3,4,80,0,16,5,3,4,4,1,4
44,No,Travel_Rarely,585,Sales,1,1,Life Sciences,1,1145,3,Male,82,3,2,Sales Executive,2,Single,13956,18799,1,Y,No,22,3,3,80,1,12,0,3,2,0,0,0
28,No,Travel_Rarely,575,Research & Development,3,5,Technical Degree,1,1146,4,Female,48,3,3,Manager,4,Single,7853,20841,1,Y,No,17,4,2,80,1,23,2,4,9,0,2,1
33,No,Travel_Rarely,1201,Research & Development,12,3,Medical,1,1147,3,Female,95,3,2,Research Scientist,3,Married,8083,6297,3,Y,No,17,3,1,80,1,18,0,3,7,0,5,1
45,Yes,Travel_Rarely,982,Research & Development,1,4,Technical Degree,1,1148,2,Male,77,3,2,Manager,3,Single,8549,20306,3,Y,No,14,3,3,80,0,16,3,4,14,2,3,9
29,Yes,Non-Travel,1156,Research & Development,7,3,Life Sciences,1,1149,2,Female,95,4,2,Research Scientist,1,Single,4253,24346,3,Y,No,11,3,4,80,3,12,1,3,0,0,13,0
46,Yes,Travel_Frequently,1485,Research & Development,5,3,Human Resources,1,1150,2,Male,47,4,4,Research Scientist,4,Single,5837,22058,3,Y,Yes,11,3,3,80,0,31,2,4,17,0,0,1
31,No,Non-Travel,1449,Research & Development,1,3,Life Sciences,1,1151,2,Male,68,3,2,Laboratory Technician,4,Single,6936,21066,1,Y,No,13,3,3,80,3,15,2,4,2,0,1,0
34,Yes,Travel_Rarely,269,Research & Development,2,2,Life Sciences,1,1152,2,Female,80,4,2,Research Scientist,3,Married,4554,13327,2,Y,Yes,13,3,1,80,0,11,1,4,4,2,1,4
52,No,Travel_Rarely,1408,Research & Development,3,3,Technical Degree,1,1153,3,Male,52,3,2,Laboratory Technician,4,Married,2753,8812,4,Y,No,12,3,1,80,2,12,5,2,4,3,0,4
33,No,Travel_Rarely,1006,Research & Development,1,4,Marketing,1,1154,1,Male,62,2,1,Research Director,3,Divorced,4189,20028,4,Y,No,15,3,3,80,1,21,6,3,9,0,0,7
38,No,Travel_Rarely,1073,Research & Development,8,1,Life Sciences,1,1155,3,Male,89,3,2,Research Director,2,Single,2716,2331,2,Y,No,11,3,4,80,1,9,1,2,3,2,0,3
42,No,Travel_Rarely,1345,Research & Development,2,2,Human Resources,1,1156,3,Male,88,2,1,Laboratory Technician,1,Divorced,5108,11318,1,Y,No,22,3,3,80,0,25,5,2,20,9,1,2
39,No,Travel_Rarely,1397,Sales,2,2,Medical,1,1157,2,Female,55,4,3,Sales Representative,3,Single,1688,12669,4,Y,No,11,4,4,80,0,19,5,3,16,16,5,0
39,No,Travel_Rarely,468,Research & Development,20,3,Human Resources,1,1158,1,Male,46,2,1,Manager,3,Married,6030,2214,4,Y,No,18,3,1,80,2,18,5,4,14,14,3,2
36,Yes,Non-Travel,1238,Research & Development,5,5,Medical,1,1159,1,Male,82,3,2,Manager,4,Single,1846,13366,1,Y,Yes,14,3,3,80,2,7,4,1,0,0,1,0
25,Yes,Non-Travel,673,Sales,4,2,Medical,1,1160,1,Female,72,3,1,Manager,3,Divorced,3858,22886,3,Y,No,16,3,3,80,1,15,1,3,13,2,0,2
40,Yes,Non-Travel,948,Research & Development,11,2,Medical,1,1161,4,Male,77,3,5,Research Director,4,Single,6650,18661,4,Y,Yes,16,4,4,80,0,11,3,3,10,4,0,3
30,Yes,Non-Travel,1006,Sales,21,5,Life Sciences,1,1162,3,Male,49,2,2,Manager,3,Divorced,7900,14017,0,Y,Yes,15,4,1,80,0,2,0,1,0,0,0,0
43,Yes,Travel_Rarely,1050,Sales,1,4,Medical,1,1163,1,Male,64,4,3,Sales Executive,3,Single,7357,23835,0,Y,No,11,4,2,80,1,11,4,3,0,0,1,0
49,No,Travel_Rarely,989,Research & Development,5,1,Medical,1,1164,3,Female,62,2,3,Research Scientist,2,Single,5954,15270,8,Y,No,13,3,2,80,0,6,3,4,0,0,1,0
20,Yes,Travel_Rarely,465,Sales,8,4,Life Sciences,1,1165,2,Female,31,4,3,Manager,3,Married,2510,20271,2,Y,Yes,15,3,4,80,0,7,5,1,0,0,0,0
49,No,Travel_Rarely,1413,Research & Development,3,3,Life Sciences,1,1166,3,Male,63,4,3,Research Scientist,4,Married,8851,15150,4,Y,No,15,3,2,80,1,5,0,4,5,2,15,2
33,Yes,Travel_Rarely,1180,Research & Development,13,4,Life Sciences,1,1167,3,Female,61,3,1,Research Director,1,Divorced,2545,17449,0,Y,No,11,4,1,80,1,37,2,3,25,0,1,6
35,No,Travel_Rarely,1368,Research & Development,29,3,Technical Degree,1,1168,3,Male,50,2,3,Research Scientist,4,Married,9478,2423,3,Y,No,19,3,3,80,0,10,2,4,4,4,0,4
28,Yes,Travel_Frequently,254,Sales,25,5,Medical,1,1169,2,Male,34,2,2,Sales Representative,4,Married,7162,12804,4,Y,Yes,11,4,3,80,0,13,2,2,5,0,1,2
38,No,Travel_Frequently,270,Sales,2,1,Marketing,1,1170,1,Female,57,4,3,Sales Representative,3,Married,11107,7011,4,Y,No,14,3,4,80,1,35,0,4,24,1,0,2
37,Yes,Travel_Rarely,1234,Research & Development,2,2,Human Resources,1,1171,4,Male,77,2,5,Laboratory Technician,2,Married,4988,15423,2,Y,No,11,3,4,80,0,14,2,1,2,0,1,0
46,No,Travel_Rarely,1026,Human Resources,28,3,Medical,1,1172,4,Female,98,2,4,Manager,2,Married,3007,19781,3,Y,No,15,3,3,80,2,26,1,3,13,1,0,4
30,Yes,Travel_Frequently,997,Research & Development,5,3,Human Resources,1,1173,4,Male,99,3,1,Research Scientist,2,Single,2262,25953,3,Y,No,18,3,4,80,0,18,4,2,5,0,0,2
51,Yes,Travel_Rarely,1463,Sales,2,5,Life Sciences,1,1174,1,Male,69,3,2,Manager,1,Married,2418,9475,0,Y,No,11,3,4,80,0,19,2,4,5,5,2,2
42,No,Travel_Frequently,137,Research & Development,11,3,Life Sciences,1,1175,4,Male,35,2,2,Research Scientist,3,Divorced,1840,17729,4,Y,No,23,3,2,80,2,4,5,3,2,2,2,2
37,Yes,Non-Travel,825,Research & Development,3,1,Life Sciences,1,1176,3,Male,43,3,1,Research Director,1,Married,8649,15402,0,Y,No,15,3,4,80,1,19,5,1,5,2,0,2
35,Yes,Travel_Frequently,1465,Research & Development,2,3,Medical,1,1177,4,Male,96,3,1,Research Scientist,4,Divorced,9324,18360,3,Y,Yes,16,3,3,80,0,2,2,1,0,0,5,0
34,Yes,Travel_Rarely,1256,Sales,19,3,Other,1,1178,2,Male,40,2,2,Sales Executive,2,Divorced,6851,11638,0,Y,No,11,3,3,80,1,17,2,2,10,3,0,1
34,No,Non-Travel,160,Research & Development,1,5,Medical,1,1179,4,Female,68,3,5,Research Director,1,Divorced,4818,7932,7,Y,Yes,14,3,3,80,0,5,4,2,2,2,4,2
38,Yes,Travel_Rarely,1285,Research & Development,1,3,Life Sciences,1,1180,1,Male,70,3,2,Laboratory Technician,3,Single,16925,4841,2,Y,Yes,18,4,3,80,1,28,5,3,15,4,0,2
35,No,Travel_Rarely,911,Human Resources,2,3,Marketing,1,1181,3,Male,53,3,3,Manager,4,Single,4633,22589,2,Y,No,15,3,1,80,0,10,3,3,3,3,0,3
31,Yes,Travel_Rarely,430,Sales,8,4,Medical,1,1182,2,Male,72,2,2,Sales Representative,3,Single,5611,8674,2,Y,No,15,3,3,80,1,5,4,4,1,1,0,1
38,No,Travel_Frequently,659,Research & Development,1,4,Life Sciences,1,1183,4,Male,55,3,3,Manager,3,Divorced,4775,18483,3,Y,Yes,14,3,4,80,1,21,4,4,8,7,0,4
29,No,Non-Travel,1493,Human Resources,5,3,Medical,1,1184,4,Female,58,3,5,Manager,4,Single,4011,24902,6,Y,No,11,3,4,80,1,3,6,3,1,1,9,1
39,No,Travel_Rarely,1088,Sales,8,2,Other,1,1185,2,Male,31,3,2,Sales Executive,4,Married,7176,22236,2,Y,No,11,3,2,80,2,23,4,1,9,0,0,2
34,No,Travel_Rarely,445,Human Resources,16,4,Technical Degree,1,1186,3,Female,59,2,1,Human Resources,4,Single,3360,24024,1,Y,No,19,3,4,80,1,27,2,3,24,4,1,2
43,No,Travel_Rarely,1437,Research & Development,2,4,Medical,1,1187,1,Female,86,1,2,Laboratory Technician,2,Single,3228,9742,1,Y,No,18,3,1,80,1,23,2,3,10,2,3,2
45,Yes,Travel_Rarely,736,Sales,15,4,Life Sciences,1,1188,3,Male,88,4,5,Manager,4,Single,7397,3757,0,Y,No,18,3,2,80,1,3,2,3,0,0,1,0
45,Yes,Travel_Rarely,1339,Sales,2,5,Life Sciences,1,1189,2,Female,48,3,2,Sales Executive,2,Single,3646,17979,4,Y,No,12,3,2,80,0,13,3,3,6,6,0,1
39,Yes,Non-Travel,1283,Research & Development,10,4,Medical,1,1190,2,Female,83,3,2,Research Scientist,4,Married,5324,24358,1,Y,No,14,4,1,80,2,13,2,4,8,5,4,8
40,No,Non-Travel,265,Sales,5,4,Marketing,1,1191,4,Female,99,4,1,Sales Representative,2,Divorced,4004,2479,3,Y,No,19,3,3,80,2,18,5,4,12,7,1,1
34,No,Non-Travel,383,Research & Development,1,5,Life Sciences,1,1192,1,Male,52,3,1,Laboratory Technician,4,Married,4880,7745,4,Y,No,11,3,3,80,0,8,5,2,0,0,6,0
43,No,Travel_Rarely,1175,Sales,11,2,Life Sciences,1,1193,3,Male,62,3,4,Manager,4,Married,3281,23335,6,Y,No,19,4,4,80,2,18,1,2,4,0,2,0
44,No,Travel_Rarely,231,Research & Development,2,3,Other,1,1194,4,Male,95,3,2,Research Director,1,Married,3346,13207,3,Y,No,12,3,4,80,1,10,4,4,5,1,2,0
22,No,Travel_Rarely,1487,Sales,1,3,Technical Degree,1,1195,4,Male,40,4,2,Sales Representative,4,Divorced,3005,9533,6,Y,No,11,3,4,80,1,3,2,4,1,1,9,1
40,Yes,Travel_Rarely,977,Research & Development,3,3,Medical,1,1196,4,Female,47,3,2,Laboratory Technician,1,Divorced,8151,17648,5,Y,Yes,14,3,3,80,0,16,3,2,2,2,6,0
49,No,Travel_Rarely,364,Human Resources,9,4,Life Sciences,1,1197,2,Female,94,3,5,Manager,2,Divorced,5448,5067,4,Y,No,11,3,4,80,1,16,2,4,4,4,4,0
33,No,Non-Travel,1280,Human Resources,2,4,Life Sciences,1,1198,4,Female,61,3,1,Human Resources,3,Single,8528,8708,0,Y,Yes,11,3,4,80,1,14,5,3,12,4,2,2
31,No,Non-Travel,1461,Research & Development,1,4,Life Sciences,1,1199,2,Female,33,4,3,Research Director,4,Divorced,9092,17556,1,Y,No,15,4,3,80,0,28,3,3,18,5,0,4
33,No,Travel_Rarely,1430,Sales,1,5,Medical,1,1200,4,Female,65,3,2,Sales Representative,3,Single,3729,9254,5,Y,Yes,16,3,4,80,1,8,1,2,6,6,5,0
23,No,Travel_Frequently,147,Research & Development,5,2,Life Sciences,1,1201,3,Male,86,3,4,Laboratory Technician,3,Married,8341,18692,4,Y,No,19,3,3,80,3,14,6,4,3,3,0,2
38,No,Travel_Rarely,1373,Sales,5,4,Technical Degree,1,1202,4,Female,62,3,5,Sales Executive,3,Married,4873,22304,1,Y,No,17,4,3,80,1,11,2,3,2,2,6,2
37,No,Travel_Rarely,834,Sales,2,3,Human Resources,1,1203,1,Male,43,3,2,Sales Executive,4,Married,4468,8314,2,Y,No,22,4,3,80,1,29,4,2,28,4,4,17
38,Yes,Travel_Rarely,1338,Sales,1,3,Life Sciences,1,1204,3,Male,77,1,1,Manager,4,Married,10419,16813,4,Y,Yes,19,3,3,80,1,28,1,3,28,0,4,4
40,No,Travel_Frequently,103,Research & Development,5,2,Medical,1,1205,4,Female,66,4,1,Research Director,2,Single,6851,12123,2,Y,No,17,3,4,80,0,28,2,4,18,4,1,1
29,No,Travel_Rarely,819,Research & Development,13,4,Marketing,1,1206,4,Female,34,2,3,Laboratory Technician,2,Divorced,3978,16324,4,Y,No,16,3,3,80,3,19,0,4,10,2,0,5
39,No,Travel_Rarely,843,Research & Development,11,3,Other,1,1207,1,Female,79,3,1,Research Scientist,1,Married,6589,26814,0,Y,No,19,3,3,80,3,2,6,2,2,0,3,2
40,No,Travel_Rarely,1445,Research & Development,17,4,Other,1,1208,4,Male,90,3,2,Manager,3,Single,2299,2930,1,Y,No,11,3,4,80,1,14,5,4,11,6,11,0
32,No,Travel_Frequently,969,Sales,1,3,Life Sciences,1,1209,1,Female,98,3,1,Manager,1,Married,5700,6694,4,Y,No,13,3,4,80,0,5,4,2,3,2,5,3
40,Yes,Travel_Rarely,354,Human Resources,29,2,Life Sciences,1,1210,3,Male,67,3,2,Manager,2,Married,1998,20259,4,Y,Yes,11,3,2,80,0,6,3,3,2,2,5,2
37,No,Travel_Rarely,929,Research & Development,3,3,Marketing,1,1211,3,Male,75,4,1,Laboratory Technician,4,Single,2722,14276,1,Y,No,17,3,2,80,0,20,0,3,9,1,3,9
31,Yes,Travel_Rarely,190,Research & Development,29,3,Marketing,1,1212,1,Male,44,3,4,Manager,2,Single,6979,6652,0,Y,No,12,3,3,80,1,8,1,3,0,0,0,0
39,No,Travel_Rarely,1140,Sales,2,5,Life Sciences,1,1213,1,Male,66,2,4,Sales Executive,3,Divorced,1009,20676,4,Y,Yes,25,3,3,80,0,11,2,3,0,0,5,0
34,No,Travel_Rarely,1290,Research & Development,5,1,Medical,1,1214,4,Male,56,3,2,Manager,2,Divorced,14494,13492,2,Y,No,13,3,1,80,1,16,5,4,4,0,0,4
43,No,Travel_Rarely,793,Research & Development,3,5,Marketing,1,1215,3,Female,30,2,2,Research Director,1,Single,8108,5080,2,Y,No,15,4,2,80,1,11,3,3,4,2,0,2
34,Yes,Travel_Rarely,1073,Sales,3,5,Life Sciences,1,1216,1,Male,58,2,3,Sales Representative,2,Married,1630,3307,4,Y,No,13,3,4,80,0,26,1,3,15,1,4,2
25,Yes,Travel_Rarely,719,Sales,16,5,Technical Degree,1,1217,4,Female,36,1,3,Sales Executive,3,Married,19999,5523,2,Y,Yes,13,3,4,80,2,8,3,2,0,0,3,0
39,No,Travel_Rarely,1086,Research & Development,12,3,Life Sciences,1,1218,4,Male,58,1,2,Research Scientist,4,Married,19999,25750,1,Y,No,11,4,3,80,0,12,4,1,0,0,0,0
39,Yes,Travel_Frequently,570,Research & Development,29,5,Marketing,1,1219,3,Male,60,3,2,Research Director,2,Married,4410,2462,2,Y,No,11,3,3,80,2,5,2,2,1,1,0,1
27,Yes,Travel_Rarely,742,Sales,8,3,Medical,1,1220,1,Male,67,3,3,Manager,2,Single,2818,10457,0,Y,No,11,3,3,80,0,7,3,4,0,0,5,0
43,No,Travel_Rarely,538,Human Resources,5,1,Life Sciences,1,1221,1,Female,37,2,3,Manager,4,Single,13518,13427,2,Y,No,16,3,2,80,0,3,2,4,0,0,8,0
43,No,Travel_Rarely,306,Sales,1,2,Marketing,1,1222,3,Female,66,4,2,Manager,4,Single,3998,11005,3,Y,No,13,3,3,80,0,11,1,4,7,3,0,4
29,No,Travel_Frequently,1155,Research & Development,29,5,Marketing,1,1223,3,Male,88,2,2,Manager,4,Married,5413,25967,1,Y,No,21,3,1,80,3,17,2,1,3,3,4,2
31,No,Travel_Rarely,1057,Human Resources,7,1,Other,1,1224,3,Male,83,4,2,Human Resources,4,Divorced,10202,26253,4,Y,No,11,4,3,80,1,21,4,3,10,2,2,0
35,No,Travel_Rarely,623,Research & Development,10,3,Life Sciences,1,1225,4,Female,87,3,2,Research Scientist,4,Divorced,4482,8807,1,Y,No,20,3,2,80,1,36,5,1,34,10,1,4
30,No,Travel_Rarely,386,Research & Development,4,1,Marketing,1,1226,3,Male,55,1,2,Research Director,3,Divorced,4252,23717,1,Y,No,20,3,3,80,0,11,4,4,7,4,6,1
42,Yes,Travel_Rarely,938,Research & Development,7,2,Medical,1,1227,1,Male,77,4,2,Research Scientist,4,Divorced,2290,15064,3,Y,Yes,19,3,3,80,1,11,3,3,0,0,2,0
38,Yes,Travel_Frequently,538,Sales,25,1,Medical,1,1228,4,Male,40,3,2,Sales Representative,3,Single,3366,5421,5,Y,No,15,3,3,80,0,2,3,1,0,0,3,0
27,Yes,Non-Travel,1264,Human Resources,1,4,Other,1,1229,3,Male,52,3,3,Manager,2,Married,4202,19923,2,Y,No,13,3,1,80,3,18,3,3,14,6,2,8
29,No,Travel_Rarely,767,Research & Development,3,3,Life Sciences,1,1230,3,Male,63,3,1,Manager,2,Single,2337,10441,5,Y,No,19,3,2,80,3,15,1,2,5,5,3,5
47,Yes,Travel_Rarely,760,Research & Development,1,4,Life Sciences,1,1231,4,Male,62,3,2,Research Director,2,Divorced,2468,13542,2,Y,No,12,3,3,80,1,25,4,3,12,1,2,3
50,Yes,Non-Travel,1016,Sales,14,3,Medical,1,1232,4,Male,31,3,2,Manager,1,Divorced,5014,6902,1,Y,Yes,15,3,1,80,3,17,1,3,13,0,2,2
41,Yes,Travel_Rarely,878,Sales,1,5,Life Sciences,1,1233,3,Male,90,2,2,Manager,1,Married,1619,17414,3,Y,No,14,3,1,80,0,23,2,3,18,1,5,4
35,No,Non-Travel,748,Sales,1,3,Other,1,1234,2,Male,33,2,2,Sales Representative,1,Married,2900,5767,4,Y,No,11,4,3,80,0,28,4,4,20,5,1,3
33,Yes,Travel_Frequently,631,Research & Development,3,3,Medical,1,1235,4,Female,41,3,3,Research Scientist,4,Single,15784,17690,0,Y,Yes,16,3,4,80,0,5,6,3,5,2,3,2
41,No,Travel_Rarely,238,Research & Development,6,3,Medical,1,1236,3,Male,58,2,2,Research Director,4,Single,3994,3975,1,Y,No,17,3,2,80,0,13,5,3,2,2,0,1
37,No,Travel_Rarely,491,Research & Development,4,3,Technical Degree,1,1237,3,Male,71,2,4,Research Director,3,Divorced,3705,9706,1,Y,No,11,3,3,80,3,31,2,4,22,0,0,1
22,No,Travel_Rarely,299,Research & Development,1,4,Medical,1,1238,3,Male,86,3,4,Research Scientist,4,Divorced,3983,3620,1,Y,Yes,16,3,4,80,0,18,6,3,5,5,7,3
